"caseids","content"
3620391,"这可是南昌市笫一名牌小学，校长是南昌巿检察院领导的夫人（曾为普通教师），在一日局长要求查学校帳目时，校长拍案而起：＂我请巿税务局一起来查个水落实出！＂牛b吧！还真没敢查！怎么天下乌鸦一般黑？大家同流合污？该校长其貌不扬，可身价不菲,全身上下无不名牌，iphone和ipad都是一线上手，家中更有豪宅（恒茂高档住宅），装修为一线品牌，最少30万以上，请问两名公职人员为何如此高配？看看如何腐败？1.任意买卖指标（当然不是本人），买方普遍被告之不能告诉别人否则孩子随时退学，一个指标15000元，高的30000（当然和某些城市还存在差距）,这可比某些地方领导实在，一年500多万，怪不得得了重病都舍不得离开岗位；2.，校办与千禧合办幼儿园，每年上百万利润不知去向；3.校办食堂帐目明堂繁多，光每月买餐具都要3000元（学生是吃餐具的）；4.现任会计为领导前任司机，也就是以前的美术老师，俗称吊刀；5.该校领导挂职教育局副局长，配有专车，并有老师当司机（每周几节课算满岗，牛）；6.该领导每天上班时间为上午9：30上班，11：00下班，下午想来就来（怎么没有人监管呢？）试问有一位这样的领导，你们还能做到无私奉献，甘为人梯？请从站前路小学毕业交过指标费的实名跟贴，如有关部门要查的话可匿名找家长问问，保你盆满砵满，社会舆论实在很差呀！建议政府不要义务教育啦，直接交费入学吧！（最好高点，我们也就没指望啦！）省得指标费进入私人口袋后，我们还被义务教育啦！"
3620392,"尊敬的鹿省长:我是会昌县一小民，向你反映会昌县房产局乱收费无人处理一事，请省长为小民作主，给小民一个满意的答复。据小民所知，赣州市各县（市、区）房产局在办理房屋登记时都在执行国家发改委、财政部《关于规范房屋登记费计费方式和收费标准等有关问题的通知》（发改价格[2008]924号），会昌县房产局也不例外，但是，全赣州市房产系统唯有会昌县房产局另外还收了一笔不明不白的手续费。例如，办理房地产贷款抵押登记，会昌县房产局除正常收了抵押登记费（按每件80元收取）外，还按贷款抵押金额的2‰额外收取群众的手续费。会昌县房产局自该文件2008年5月1日执行以来，额外多收取了多少群众的“手续费”呢？这多收的钱怎么办呢？小民认为应该退回群众。"
3620393,"尊敬的鹿省长：我是上饶县四十八镇北山村的村民。今年5月份，京福高铁施工方中铁十九局在铁路施工中将我家及附近十余户的房子震裂，目前已无法居住。我们找高铁施工方索赔，可他们只答应按照前年高铁拆迁户的标准460元/平方米给予补偿。可我们所住的地方并不在前年高铁的拆迁范围内，我的房屋刚刚去年才装修好，光装修费用就花了10万多，房子的总价值至少四十余万元。若按他们的补偿标准，十三四万元钱就把我们打发了，这也太霸道了吧，你说这有天理吗。国家宪法明文规定，公民的合法私有财产不得受到侵害，若受到侵害，必须按实际损失给予赔偿。我们十余户村民多次找施工方论理，要求按实际损失赔偿，可对方态度恶劣，一直坚持按此标准给予补助。找当地政府，当地政府也表示无能为力。我们老百姓真是欲哭无泪，欲诉无门，难道高铁施工就可以随意损害百姓的利益吗，老百姓辛苦一辈子不就为了能图有个安稳的家吗。目前我们的房屋已不敢居住，只得在外面寄人篱下，百般无奈之下才请求省长关心关心我们老百姓的生活，尽早督促铁路施工方还我们一个安全的家。"
3620394,"省长同志。您好。我们是江西省宁都县，东山坝镇，石示下村委，汇源大布村人民。中瑞铀业有限公司自2005开始就在我村开采铀矿。到目前我村地底下全部被挖空了，现在矿区领导和我当地政府领导互相勾结，要我们把房子拆了。补偿条件很低，根本再无法盖房，我们世世代代都是以种地为生，我们把房子拆了，根本就无法生存，有的村民怕事就把房子拆了，不拆的就强行拆迁，现在天天逼我们，我们切实没办法，只能和省长同志反映，希望能帮我们解决，"
3620399,"尊敬的领导：我是湾里区招贤镇乌井村一农民，市里搞旅游工程建“樱花谷”我的田要租给政府，当初我种了桂花树苗木在田里，当时政府给了补偿，我本想靠着田里的桂花树大了以后卖钱养老，但政府工程我理解、我支持，但是我的田现在修成了马路，再也没有复耕的可能，这是政府吗？忽悠老百姓，玩以租代征的计两，可笑，共产党天下，贪官横行，老百姓怎么活，租田合同一签就是8年，从2011年到2018年的期限。合同还是我已经离婚的妻子代签的，这合法吗？当时工作组是招贤镇的副镇长胡咸宽，现在还升了副书记，农民靠田生存，把我的田栽樱花没话说，而把我田修成马路，这是政府的行为吗？可笑，依法治国，依法行政，领导负责制，是空话吗？还我良田来，还我公民权，我的田叫岩石下一片都是我家的,恳请领导给予帮助解决"
3620401,"尊敬的省委领导，辛苦了。我是石城县珠坑乡的村民，我家里生活困难，是我的邻居反映到政府。领导很快为我的小孩免了学费，在此，感谢党和政府。我还是希望先给比我更困难的人。"
3620404,"尊敬的省长：我是中大青山湖花园的业主，上月业委会主持开业主大会，选举产生新的物业。原来的卓盛物业获得46票。其他964票反对续聘。但是原物业公司不离开。一直与市区房管局联系，上周五，市区房管局负责人到小区开协调会，认为选举时房管局，居委会应该有人参与监督。所以，认为选举有问题。在会上，有人质疑，已经发函给房管局，居委会，房管局当时说不需要他们参与，居委会邓主任说，房管局不参加，她也不参加。房管局负责人说他们不理解文件精神，有过失。但是一定要查票。对发生抢选举票箱的事，不表态。已经向区效能办，区房管局纪委反映，没有结果。故恳请领导过问此事。希望中大青山湖花园1558户业主，能够生活在一个和睦，祥和，安定，美丽的社区。中大青山湖花园业主10栋1单元401室2012.05.31"
3620406,"省长好我是高安人，现在的高安人民医院，要改名字了吧，什么是人民医院，看个病医院开药不给药，不给药也就算了，还要到医师指定的药店买。买就买吧，可不知道吧，他指定的地方买的药比正常价高几倍，比如买个头孢的消炎药别个药店23元。医药指定的药店要48元，要是同样的，同样的进口的，什么都一样，买的联苯挫乳膏别家15元他这里要50元，天啊，我现在既然来反映了，就是抱着一直走到底的心态，这里不能解决我就到省里来，省里不行就北京，总之来反映了就要讨个说法！希望解决！"
3620409,"省长你好，我是江西峡江县金坪名族乡人，我们种田到现在一直要纳税，每年每亩地要交多少钱给政府。每年都要交。我们对此事很愤怒，所以去年都没有交。乡政府也问我们好几次。我们都没有交，因为国家规定种田不用交税。而就在今年插秧的时候，村委书记叫了社会上的混混到田间把正在插秧的农民给打了一顿。打伤了好几个。我们对党员叫人打百姓的事很不满，派了几个代表到省里信访办反映情况。省里把此事压到了县里。而就在五月二十五号，我们村一个送小孩读书的人被县里不知道什么原因给拘留了半个月，而在当天下午又抓走了两个。乡镇府怕我么再去省里闹。接连几天都派人到村口守住，不让我们进出。政府就是这样处理事情的。我们村建房子每户都要交一万块的押金，我们不知道为什么要叫押金。现在是法制社会，党员叫人打百姓。我希望县政府给我们一个说法。给我们一个公理。"
3620411,"鹿心社省长，你好。我们萍乡市县区高中比市内高中收入差太多，每月相差2、3千，太寒心了；经济上造假，绩效工资发不下，如何了得。多年了，我们拿的都是档案工资，帐上有，手里没有，请调查。"
3620413,"省长：你好！萍乡市莲花县三板桥乡政府以修路为由，2012年5月强征清水村农民大片耕地，强拆农民家门前菜园，宅地基，连茅房也不放过（砖瓦结构）。且不予以补偿，土匪行径实在可恶！！！请你为民主持公道。"
3620414,"鹿省长你好吉安县福华山水库自从县政府和水利局十几年前承包给私人养鱼就开始每天大量的粪便以及化肥倒入水库，造成水库的水严重污染，十几年前我们的水库青山绿水，人们都依靠这水库的水洗衣做饭，人畜和生活用水，现在的水污染得用来洗澡度不敢因为会洗后满身痒，而且人们生活还在继续，水还在继续污染，已经向有关部门反映很多次都是不了了之，因为官商勾结，官官相护，老百姓是永远得不到真正的解决，我们附近的几个村庄村民们也在寻求解决的办法也希望官方能重视老百姓的生命安全，我们这个月也去了几个村民代表到县政府诉求可是还是给县政府和有关部门忽悠以及走马观花的了事，也没有真正的解决问题，我不知道我们老百姓的命不值钱，还是要全部村民到省政府来请愿？我也希望鹿省长关注一下这个问题，1.吉安县福华山水库已经污染以成为事实。2.县政府以及有关部门不予解决不作为也成为事实。请省长明察秋毫。"
3620417,"尊敬领导：你好！近年德安县谋划扩大城镇化，一直在谋划拆迁。今年准备拆迁德安县河东乡石桥村3组，计划补助如下（1）农田每亩补助2万，（2）房子每平方米补助600元。以上方案将损害农民权益。（1）这将严重损害了农民利益，农田补助过少，农民没有一技之长，没有谋生之法。（2）农民在将在用这些补助的钱都无法建新房，无法装修。（3）政府征用土地之前，没有任何沟通，严重损害农民的知情权。（4）政府用地是否合法，我们无从知晓。（5）可以预见其中的贪污腐败。（6）求助网络，忘领导关注民生，不忘鱼水情！"
3620418,"我是农村人，我这里有很多人看电视难，大家都是安装违法卫星天线，我也是天天帮用户安装违法天线。我知道这里违法有但我不帮他们安装就是有电视也看不到新闻只能看影碟。农村大部分都是土坯房，盗版中星9号经常升级，1.35M以上的锅才能正常接收卫星频道，天线大了也容易招雷击。所以我从3月开始天天推广用户安装户户通，但地方广电局的无作为使我无法为他们提供务。今年4月份帮瑞金市大柏地乡大柏地村前村小组刘先洲安装的户户通，在5月份广电总局因卫星遥感通知不大服务范围内，请我到地方网络公司出没有有线电线覆盖的书面证明传真到中央直播管理中心，我到瑞金市网络公司找负责人朱华，他说：“我这里是企业单位不是行政单位，我既不开有有线电视覆盖的证明也不开没有有线电视覆盖的区域。”"
3620419,"鹿省长您好，我不知道你是否看得到但我还是觉得要给您留言，我叫陈晓明来自都昌县苏山乡陈苏村。我要反映的问题是由于苏山乡盛产大理石花岗岩然而带来的环境污染不亚于赣州餙污染有上千亩良田被污水覆盖300多亩良田被违法占用，去年10月28曰央视焦点访谈餙污染有上千亩良田被污水覆盖300多亩良田被违法占用，去年10月28曰央视焦点访谈针对苏山环境污染一事做了报道，当时县里也很重视全部停产整顿然而今年环境污染依然严重望请重视，另外陈苏村小学生上学的道路也被用于运输石材每天当近200多辆载着石材从那条路上经过严重危害学生的灾全就在前不久另外一个村庄发生了一块重达5吨的石材砸死了一个年反9岁的小学生请给予关注。"
3620420,"鹿省长：您好！我是在湖南工作的一个地道江西高安人，我想谈的一点感受是：中央多年提出要搞好社会主义新农村，村村通公路，我每次回家看父母亲时总想村里的那点公路应该修好了吧？可是每次回去都很失望。2012年我回去过春节，高高兴兴全家人开个新车回去结果馅到通往我们村的泥巴土路上，车子挂的稀巴烂，好心痛的，后面还是请别人货车拖出来的，我原认为就我们村公路是这样的，结果我在走访亲戚朋友时发现其他村都差不多，特别是高安市独城镇，按理说高安经济应该不错的，离南昌又近，特别是独城镇还要陶瓷基地，好多乡办企业，后转为私人企业，而且每年还要村里向老百姓收钱修公路，不知道钱修到哪里去了，这个是可以调查的。而湖南和江西都是中部省份，但村村都市水泥路面修到家，现在中央又提出中部崛起，作为家乡一个成员希望江西能够：内树理念外树形象“后发赶超”。江西加油！加油！"
3620423,"鹿省长，你好，我是萍乡市莲花县湖上乡凡家村的一个村民，一直在外面打工，现在国家是否有关于村级道路须加宽，我家有两间牛栏在道路旁须拆迁。但是村委会说拆迁之后只能给我重建一间，还是比原来的要小的多，村里只能出沙石，其它部分由本家出。国家的政策一直是说如何减轻农民负担，这样子难道不是在增加农民负担吗？现在建一间舍屋要几千块.我问为什么要拆，村干部说为了好看，难道所谓的新农对建设就是为了好看吗？又是一个形象工程。我们的村干部就是为村民排难解忧，而为了一个好看却让农民们要多加多少小时班啊？鹿省长你百忙之中是否可以帮我解决这个拆迁少加一年班呢？"
3620424,"尊敬的鹿省长：　　我们是泰和县城澄江大道南八区居民。我们于2007年在泰和四中厨房后面建房。现在房子建好了，可是门前与四中之间的道路却迟迟没有修好，设在前面的大门成为摆设，逼得我们只能天天从后门进出。　　为此，我们多次找县政府解决这个问题，信也写多次，信访办也去了多次，可就是没有一个部门回复我们。写出的信如石沉大海。信访办也不给答复。原先分管城建的副县长通过一个秘书说：“这条路迟早会收。”叫我们等。后来一个郭姓调研员接待我们是，也只是叫我们等，说现在政府要做的事太多了，这段路又不是县里面的重点工程，要征地，修起来比较困难。　　我们真的不懂。一条只有200变长的道路，政府为什么就不把它放在心上？让我们天天为门前的这条路揪心？　　省长大人，希望您抽出一点时间，过问一下这个事情吧。　　　　　　　　　　　　　　　　　　　　泰和县居民：黄金明　陈志军等地址：泰和县城澄江大道南八区"
3620428,"广丰永丰镇裕丰大道裕丰街道曾建一个风靡全县最优美的小广场{裕丰广场}并安装有最先进的蓝球架，四周灯火通明，晚上也可以进行大型蓝球比赛，可如今，杂草丛生，草比人高，猪，牛，鸡，鸭全养在里面不说，还被不少破坏环境的人开挖成菜地，种上菜，施上肥，四周还违章搭建了不少小型，大型停车场，周边居民也不少反映，曾向社区，镇，县多次诉说，可总是石沉大海，常说老百姓无小事，可现在哪有为民办实事的官啊。县里的，镇里的，社区的领导经常路过，却视而不见，。望省长大人能体察民情，派人一看便知真假，相信你看了现场之后欢ɑ岷芷摺�"
3620429,"尊敬的领导！我是江西九江修水三都茶场（一分场）退休工人。我是1976年8月子女安置本厂，到2006年6月份退休。到现在（2012年4月）退休工资才拿到875元。我以前管理茶园，后来厂里腐败导致破产，厂房、机器设备、茶园包括地皮卖掉了，没有给我一分补偿金，也没给我子孙解决生活，现在要我房屋拆迁。我家现在的2套房屋以前是茶厂工人宿舍，后来卖给我们做住房的，2套一共是90多平方，当时给我们2个房产证，现在要我们拆迁2套房一共补偿我们3-4万元左右，一个房产证给一个地盘，一个地盘是70平方，规定做3层半一切造价要我们自己负责承担。补这点钱叫我怎么做的起来？现在物价这么高我上哪去搞这么多钱建房？工作组叫我先签字后安排，我觉得签字后一点保障都没有，所以这个字我不能签。他们当中有位说不签字由法院公安部门强拆，后果自负！我现在外地求生，求助父母官维护我的权益。"
3620433,"鹿省长，你好！多次向您反映了贵溪擂鼓岭桃园2栋，“蟹甲天下""火锅店厨房噪音和油烟污染问题，至今没得到解决，店方经营到凌晨1，2点，厨房设在2楼，3楼就是住宅，我们住在3楼的晚上都不用睡觉了，睡觉也要吵醒，你说这样的店能开吗？我都烦死了，从去年他们开张一直讲到现在，环保讲不是他们管。还有没有天理？还是法制国家吗？还是和谐社会吗？"
3620435,"尊敬的省长:我是江西赣州邮政局内退职工,02年45岁,就被企业违规办理了内退.03年又与企业签订了无固定期劳动合同,企业没执行,现每月只有630元内退生活费,合法权益受到严重侵害.06年起,我们曾无数次反复向行业领导和地方政府反映,要求返岗就业,都没有回复和解决.现今,在岗人员每月工资己是我们的五倍,正式退休人员连续八年涨养老金,我们分文没加,这不公平.移动公司内退人员己全部返岗上班,邮政局有百分之七十是临时工,我们却下岗.我们要求邮政局履行劳动合同法,返岗上班."
3620437,"2012年2月，开发商对该处耕地进行开发（其中并未出示过任何有关手续），因其中大部分地都属于村集体所有，所以刚开始动工的地并没有涉及到我家的那3亩耕地。进过近一个月的填土以及建设，2012年3月28日，开发商在没有任何沟通的情况下，居然用推土机将我家其中一块地推平了一半，在我家人的阻止下开发商暂时停止了对我家耕地的开挖。次日开发商通过村干部，说是跟我们沟通，村干部给出一个非常不合理的补偿标准，与省里颁发的《江西省人民政府关于公布全省新征地统一年产值标准和区片综合地价的通知（赣府字〔2010〕126号）》里的标准相差甚远，所以当时没有达成一致。2012年3月31日，开发商在没有任何沟通的情况下，又强行对我家耕地进行推挖，并扬言如果再阻止将把人抓起来。现在全国都在搞和谐社会，建设法制社会，农民耕地属于私人财产，任何人都没有强行占用的权利。我们提出的要求并不过分，比省政府颁发的标准还低很多。忘信访办的领导调查。"
3620442,"尊敬的省长，我是江西省南昌市红谷滩新区名门世家小区的一名普通业主，我和小区多数业主强烈反对在红谷滩中央商务区B-12-2-1部分地块建设110千伏变电站，反对理由如下：1、相关法律已经明确110千伏以上变电站具有强辐射的危害性。我们小区有一位业主的父亲是某县城电力局的局长、工程师，当年曾经参与110千伏变电站的建设，后来就患上急性白血病，或许他父亲可能还有别的诱发因素，但是我认为二者还是有一定相关性的，此变电站周围涉及多个小区及商务区（名门世家、丰和花园、联泰香域中央、萍钢、万达广场）的居民和办公人员，国内外众多专业机构和专家通过几十年的研究证实：110千伏高压线周围300米地段内的人群患白血病、癌症的几率是其他地区的数倍，电磁辐射也会导致孕妇流产、胎儿畸形和心血管疾病。在高温、大风、大雪、阴雨、雷电等气象条件下容易断裂和发生其他危害事故。2、该项目的建设规划有悖法律程序，其可行性、正当性与合法性不足。根据《电磁辐射环境保护管理办法》第十五条之规定，“从事电磁辐射活动的单位或个人，必须对电磁辐射活动可能照成的环境影响进行评价，编制环境影响报告书，并按规定的程序报相应环境保护行政主管部门审批”。然而该公示仅仅是在规划用地边上竖了一块牌，并未到周边居民小区去征询意见，且未到相关部门进行环评，就整平了地、搭了棚，妄图混过公示期进行开工。此变电站直线距离我小区不足300米，我们和当地街办、信访局、电力局、规划局多次交涉，仍然对我们的抗议置之不理，并多次恐吓我们，我们是为了维护我们的健康权和生存权，有错吗？3、南昌市城乡规划局知错不改漠视居民生命健康权》。去年规划局本是把该变电站规划到我们小区对面的洪城比华利小区后面，在附近居民、相关单位历经数月的强烈反对、依法维权后，规划局取消了该规划，周边居民一度对规划局尊重民意和居民生命健康权这一行为表示赞许。但不曾想，规划局知错不改，将这一对周边居民生命健康隐形杀手带到人口密度更大的红谷滩中心商务区。我们恳请尊敬的省长能重视我们的生命健康，将该变电站位置迁至远离人居600米以外范围！"
3620444,"一、省级党委、政府、组织、人事劳动部乓刈⒁幌吖裨钡恼未觯乇鹗窍刂钡ノ还裨保×刻峁┮幌咧魅慰圃焙透敝魅慰圃钡确橇斓贾拔瘢灰妹挥械玫绞抵疤岚蔚囊幌吖裨惫ぷ骱闹镣诵荨Ｏ缯蚧购茫裨北嘀撇欢啵蟛糠秩硕际歉笨埔陨鲜抵埃揖Ｂ侄岚巍Ｏ刂钡ノ痪捅冉喜遥热缥颐峭虬玻ど叹止裨卑耸嗳耍笨埔陨鲜抵安还耍敝魅慰圃币陨戏橇斓贾拔窳饺觯故�93年公务员改革任命的。类似公务员比较多的单位，如地税、国税、公安、交警、林业公安等部门，很多干部工作一辈子，连个都副主任科员都没担任，对其本人的工作积极性有特大的打击，对工资增长也影响很大。老师、医师、农业、计生等部门岗位，为事业单位，他们按照学历、工作年限都评中级职称、高级职称，相当于科级、副处级待遇，就连职工都按学历、工作年限评中级工、高级工。为啥为国家担当一线工作的公务员却没有政治待遇享受。根据《国家行政机关非领导职务的设置办法》规定，副主任科员应具备中专、高中以上文化程度，任科员级职务三年以上；主任科员应具备中专、高中以上文化程度，任副科级职务三年以上。但其设置比例规定，县级（地辖市、旗、省辖市的区）人民政府机关各部门，设置主任科员和副主任科员职数，不得超过科级领导职务职数的50%。而县直一个单位科级领导职务职数才四五个，非领导职数才一两个。就如万安县工商局公务员八十多人，就会造成六十多人科员退休，让人寒心。而县委机关有些部门，如县纪委，科级以上二三十人，基本没有一般科员，都是副科以上实职。有些单位人少，除了实职领导，就是非领导职务的干部。这样的差距，我们看在眼里，痛在心里，都是革命工作，为啥县直单位公务员，就当不了事业单位评职称，也比不了县委政府机关任实职，就连主任科员和副主任科员都成了登天大事。建议按学历、工作年限、公务员人数配备主任科员以下非领导职数，或如93年那样，具备中专、高中以上文化程度，任科员级职务三年以上，任副主任科员；具备中专、高中以上文化程度，任副科级职务三年以上，任主任科员，让大家工资得到实惠，况且如今各地财政收入大幅增长，构不成压力，也让大家少往实职职务独木桥上挤，共创和谐。二、对当前食品监管的一些建议，建议将工商、质检、食品药品合并为市场管理局，组建市场警察大队，经费由省垂直管理。为了强化食品监管，目前国务院下发文件，工商、质检根据各地情况可下放基层，让地方政府职权利相统一。13年前，国务院为了地方干扰，防止地方保护，工商、质检、食品药品省级垂直管理，朱镕基还在电视说，要确保公检法工商经费，如今下放，食品监管是否得到有效，拭目以待，有说大部制改革，学深圳，工商、质检、食品药品合并为市场管理局。我个人认为工商、质检、食品药品没有强制手段，不能现场扣押、现场约束人身自由，是他们执法的瓶颈。民以食为天，食品安全是每一个公民都关心的切身利益，必须引起政府重视，国家必须赋予他们更多的手段，以确保食品安全监管。交通违法行为和森林违法行为固然重要，并已成立交通警察大队和森林公安局，分属公安局和林业局，拥有强制措施。我认为，食品安全监管和对食品违法的查处，不亚于交通违法行为和森林违法，国家应将工商、质检、食品药品合并为市场管理局，成立相关部门，组建市场警察大队，对食品安全监管赋予更多的手段和措施，有力打击食品违法行为。同时由各级人大起草《中华人民共和国市场管理法》，类似于公安、交警的《治安管理处罚法》《道路交通安全法》，从而做到有法可依，有法必依，执法不严、违法必究。目前工商、质检、食品药品部门没有独立的法律，都是一些相互交叉的法律法规，相互扯皮，相互推诿，没有实效。三、梳理并改革特殊岗位津贴。特岗津贴，顾名思议就是指有关部门对在特殊岗位的工作人员出台的列入工资发放的津补贴。例如公安、审计、信访、纪检、卫生、计生、税务、教师、政法、司法等等，名目繁多，且标准不一。由于各个不同部门之间存在特岗津贴标准的差异，从而直接导致各部门同类工作人员收入的不平等，为此各部门之间相互攀比，竞相向上要求本系统内出台相应政策，导致与其它没有特岗津贴的部门工作人员的收入不断拉大，造成广大普通工作人员的心理失衡。特别是一些人在单位从事了信访、纪检岗位，其每月就比本单位其他人员多拿特殊岗位津贴220多元。而工商、质检、食品药品部门，日夜在市场监管第一线，节假日没有休息，其所办案件和辛苦程度仅次于公安队伍，公安有警衔津贴，没有300元的岗位津贴，还可发加班工资，而工商、质检、食品药品干部职工，如此辛苦，却连工商津贴都没有，更别说加班费。我认为要梳理并改革特殊岗位津贴，让真正辛苦的部门得到该得到的岗位津贴和加班补贴，而不要让特殊岗位津贴成为一种单位特权的荣耀。"
3620447,"我是丰城市上塘三小一名学生家长，现反映上塘三小乱收费的事情。1、开学时带小孩报名，学校向学生收取了保险、一课一练、单元测验卷、校服、期刊、音像教材、课堂操作教材、摇篮报等乱七八糟费用（有些项目记不得了）将近200元（听说，临近几所学校都没有这么多），并且还没有给我收据，他们这校收费都已经几年了，也没人管。交费时说有些钱是自愿交的，不交也行，可做家长的不敢啊，怕没交，小孩吃亏。丰城市上塘三小经常让学生自愿交费购买东西。例如：上个学期快要结束时（2011年末），老师说要买什么作文书，参赛写作竞赛。打电话向班主任咨询，班主任说这个自愿，可孩子每天回来都哭闹，没法子只好交了这40多元。后来，向朋友询问得知，邻校当时就没有购买什么作文书，参加什么竞赛的事情。目前，丰城市上塘三小的家长“被自愿”的项目太多了，特别是教辅资料，有每学期开学学校要我们自愿买的，有语文、数学老师开学时、开学后、期末考试前都会叫孩子到指定书店买资料。为了孩子，家长只能“自愿”买。2、今年开学，又叫学生到指定的书店购买试卷等学习资料了，好像还是老师或家属开的书店。3、三小的老师补课现象很严重，有在老师家补的、有在学校补的，一直也没有哪个部门管。现在居然公开收取六年级所有学生的钱统一在学校补课。"
3620451,"您好，领导。我是九江市彭泽县的，：我的太爷爷是一名烈士!　——""1931年参加革命,党员，任本县中心县委会二区游击队长，1935年3月在本县柳树被敌杀害，时年43岁”这是我摘自江西烈士英雄网上的一段简言，我想反映的是：为什么我奶奶，他的后人没有一点精神或物资上的慰问。中央关于落实给烈士子女发放定期生活补助政策的实施意见又是怎样落实的呢？忘领导重视！谢谢"
3620456,"为了生活我携带家人来京务工多年，家在江西瑞昌市赛湖总厂附近的二层楼房以及房屋内所有一切财产、生活用品等在2011年11月18日晚被一群土匪般野蛮的人摧毁，变成一片废墟，什么都没有留下。我向瑞昌市政府反映、申诉处处受阻，得到的是威胁、恐吓、恶骂、拘禁、跟踪、监控、限制我人身自由，历经千辛万苦逃回北京。我哭天喊地呀~当地政府至今不予处理。现在我八口之家人至今还漂泊在外，无家可归！我真的累了，天黑了，哪儿有属于我的家呀？哪儿能安身？可以让我的一家人遮风避雨呀？天下之大，何处是我说理申诉的地方呀？谁能帮我，为我主持公道？还我人身财产的合法权益？还我一个家！恳求领导急速查明真相，严惩土匪歹徒，还我一个家，给我家人生存、生活的希望！"
3620465,"武宁县借教育改革，整治教辅资料等，把全县教育教辅材料统一由新华书店购买发行！现在是新华书店不顾教育实际，乱订书籍，多订书箱，不顾价格，不顾质量，让学生一年多买若干本书，高一的学生就发了高二的教辅书，多订多发，从中得利，教育局，学校领导从新华书店获得贿赂，害了广大学生，这样的腐败风气不刹不行了！！"
3620481,"江西临川建筑安装工程总公司芜湖分公司芜湖阳光半岛酒店娱乐楼项目负责人李XX对抚州临川区建工装饰设计中心为其项目施工的泥木工工资60余万元（工程于2010年9月开始，于2011年3月全部完成）进行恶意拖欠。其借口为甲方没有支付工程款，而事件真相是甲方支付给了江西抚州临川建筑安装工程总公司芜湖分公司李XX900多万元工程款，其中绝大多数是劳务工资，李XX将这部分劳务工资挪用到其私人在景德镇投资的建设项目了，导致了恶意欠薪。"
3620483,"尊敬的省长您好：我们在南康市的一家公司上班一年了，但公司直到现在还没给我们员工签合同和买社保。劳动合同法明确地规定企业必须给员工签订劳动合同并购买社保，可是有些企业就是不按国家的法律规定办事。损害我们劳动者的合法权益。请省长在两会上给我们提议，还我们劳动者的合法权益。谢谢！"
3620486,"我是中铁四局集团第五工程有限公司一名退休职工，于1984年病退。至今未办理医疗保险，因我居住在长沙，病了住院还要拿票据寄到单位报销，往还很久，很不方便，不知是否能解决。谢谢！"
3620493,"江西省上饶市玉山县交通局十二五规划中提到将对全县农村地区的自然村道路进行拓宽改造，文成镇涨坂村管辖的塘石自然村早在08年的时候就已经有村民向县交通局和镇政府反映过塘石至涨坂的路狭窄问题，虽然有铺水泥，但非常的窄，现在县交通局十二五期间开始针对自然村的道路拓宽改造，是不是现在可以将塘石自然村的道路申请立项来拓宽改造了？希望交通局及镇政府早点将涨坂村管辖的塘石自然村道路立项并拓宽改造，解决道路狭窄问题，方便村民出行！"
3620495,"尊敬的鹿省长；您好！在您百忙中打扰一下。我是吉安市峡江县上盖村委诗源自然村的一名初中生。在前几年村里老是说“修路”可都没修成，最后拿移民款填了点石块，可现在已经不成样了。家里拉点货，司机都有点不愿来。几次召集村民集资修，可才四五十户人家，根本集不到多少，加上一些人的不愿意。几次向镇里反映迟迟未解决。我和伙伴曾想过给县长写信反映。可，，，，，所以，恳请您能出面想想折。解决修路难的问题。祝您；身体健康，工作顺利。"
3620498,"我是江西省上饶县丰岭头镇坑口村村民，反映我县一政协委员通过不正当关系及假项目以租代征得《茶树山.水塘一处.水稻田共100多亩闲置至今。2003年起》11年12月1号的留言。在我接到领导及政府相关人员的电话时很是激动。首先谢谢领导和政府的关注与垂爱。也听到了我反映的情况有人去调查了，很是高兴。胛颐堑耐恋赜Ω每梢曰垢颐橇税伞５藕兜氖翘降氖悄惴从秤惺裁从冒。酵防椿共皇俏颐且趺唇饩龃砭驮趺唇饩龃戆　Ｄ训勒娴氖钦庋�????????"
3620499,"尊敬的领导：位于三清山大道边上的信州区怡和楼小区，常年累月的停水实在让人忍无可忍，倍受煎熬，就连过年时也是这样，一天供水不到两小时，这是什么小区啊？如今我们上饶还有哪个地方会是这样的，水无法供应啊。打电话给自来水公司，自来水公司说不归他们管，他们只是负责将水送到小区，而小区里是用二次供水的，为什么二次供水一直不开，每天限开那么一两个小时，这样我们住在高层的几乎成了用水的“真空状态”，这样让我们怎么生存啊？实在没办法了也实在受不了了，所以请政府部门帮忙出面解决。说真的，当初建这两栋房子时政府部门怎么就没有想一想，这样的情况出现就等于和烂尾楼一样，没有管没人问，这样我们住户花了巨资却只能住这样的房子，试想，如今水电是生活的最基本东西，如果这些最基本的得不到保障那我们还怎么谈正常生活？请政府部门多关注下，实在察看下。我们要求不高，我们每月的消费都会按时上交，我们就是企盼能正常的供水，不要每天只是限时的几个小时供水（因为那几个小时不在家，没有存水，一天也就彻底没有水用了，何况说洗澡？）请政府部门能站在我们住户的角度为我们考虑下，真心的希望政府部门能关注下我们，这也是一件实在的民生工程，不要让这里成为全上饶最艰苦的地方？也不要让这里成为烂尾楼？恳请政府的关心！"
